0,1,0.760869565,0.864197531,46
1,0.952479339,0.970526316,0.961418144,475
2,0.995024876,0.99009901,0.992555831,404
3,0.958801498,0.996108949,0.977099237,257
4,1,0.997555012,0.99877601,409
5,0.995098039,0.992665037,0.993880049,409
6,1,0.982248521,0.991044776,169
7,1,0.983193277,0.991525424,119
8,0.988636364,0.988636364,0.988636364,88
9,1,1,1,241
10,0.987755102,0.97188755,0.979757085,249
11,1,0.970588235,0.985074627,34
12,0.910788382,0.988738739,0.948164147,444
13,0.98630137,0.935064935,0.96,77
14,0.913043478,1,0.954545455,63
15,0.989130435,1,0.994535519,91
16,0.989247312,0.989247312,0.989247312,93
17,0.982758621,1,0.991304348,57
18,0.981343284,0.988721805,0.985018727,266
19,0.929824561,0.981481481,0.954954955,108
20,1,0.882352941,0.9375,51
21,0.889908257,0.989795918,0.937198068,98
22,1,0.872727273,0.932038835,55
23,0.985185185,0.974358974,0.979742173,273
24,1,0.828282828,0.906077348,99
25,1,0.97972973,0.989761092,148
26,1,0.970588235,0.985074627,34
27,1,1,1,153
28,1,0.981651376,0.990740741,109
29,1,0.996031746,0.998011928,252
30,1,0.976190476,0.987951807,84
31,1,1,1,42
32,0.997652582,0.997652582,0.997652582,426
33,1,1,1,56
34,0.997416021,0.984693878,0.991014121,392
35,1,0.916666667,0.956521739,60
36,1,1,1,43
37,0.924528302,1,0.960784314,49
38,0.909090909,0.978835979,0.942675159,378
39,1,1,1,83
40,0.996,0.882978723,0.936090226,282
41,0.968992248,0.939849624,0.954198473,266
42,0.987096774,1,0.993506494,306
