0,1,0.833333333,0.909090909,36
1,0.950643777,0.975770925,0.963043478,454
2,0.96460177,0.993166287,0.978675645,439
3,0.966789668,0.988679245,0.97761194,265
4,1,0.995249406,0.997619048,421
5,0.995391705,1,0.997690531,432
6,1,0.99382716,0.996904025,162
7,0.983050847,0.991452991,0.987234043,117
8,0.987804878,1,0.993865031,81
9,1,0.995594714,0.997792494,227
10,0.987854251,0.991869919,0.989858012,246
11,1,1,1,42
12,0.977116705,0.940528634,0.958473625,454
13,0.982142857,0.964912281,0.973451327,57
14,0.985074627,0.970588235,0.977777778,68
15,1,0.987804878,0.993865031,82
16,0.978947368,0.989361702,0.984126984,94
17,0.962962963,0.981132075,0.971962617,53
18,0.986754967,0.97704918,0.981878089,305
19,0.971631206,0.971631206,0.971631206,141
20,0.934782609,0.914893617,0.924731183,47
21,0.97029703,0.98,0.975124378,100
22,1,0.960784314,0.98,51
23,0.959107807,0.889655172,0.923076923,290
24,0.986842105,0.949367089,0.967741935,79
25,1,0.92,0.958333333,150
26,0.96969697,0.8,0.876712329,40
27,0.992753623,1,0.996363636,137
28,1,1,1,83
29,0.995475113,0.990990991,0.993227991,222
30,1,1,1,62
31,1,1,1,47
32,0.995,0.997493734,0.996245307,399
33,0.944444444,1,0.971428571,68
34,0.9921875,0.964556962,0.97817715,395
35,0.951807229,1,0.975308642,79
36,0.979166667,0.959183673,0.969072165,49
37,0.956521739,1,0.977777778,44
38,0.918635171,0.940860215,0.929614874,372
39,0.914893617,0.977272727,0.945054945,88
40,0.949404762,0.99068323,0.969604863,322
41,0.931899642,0.962962963,0.947176685,270
42,0.982332155,0.992857143,0.987566607,280
